Name	Freq	Confidence
bao huynh	329.0	1.0
phan tien	328.0	1.0
tuong van	327.0	1.0
le toan	327.0	1.0
dieu tran	326.0	1.0
do thao	326.0	1.0
ba tran	325.0	1.0
nong van	325.0	1.0
dang kim	323.0	1.0
dinh thang	323.0	1.0
ha ngan	321.0	1.0
phan thao	321.0	1.0
hong thai	320.0	0.9937888198757764
bui kim	320.0	1.0
dao thu	319.0	1.0
hong tham	318.0	1.0
dieu le	318.0	1.0
huynh thao	317.0	1.0
diem tran	317.0	1.0
thu truong	317.0	1.0
dang tien	316.0	1.0
nga tran	316.0	1.0
duc ha	316.0	1.0
dinh nam	315.0	1.0
dinh linh	314.0	1.0
diem le	314.0	1.0
chau le	314.0	1.0
hai long	313.0	0.990506329113924
loi van	313.0	1.0
gia le	312.0	1.0
duc toan	311.0	1.0
dang duong	311.0	1.0
ngo tuan	311.0	1.0
lam vu	310.0	1.0
linh ngo	310.0	1.0
tho van	309.0	0.9967741935483871
kim phan	309.0	0.9967741935483871
ho le	307.0	1.0
hien vu	306.0	1.0
phan xuan	306.0	1.0
cao xuan	305.0	0.9967320261437909
linh vo	305.0	1.0
ho thu	305.0	1.0
kieu van	304.0	1.0
kieu trinh	304.0	1.0
kim thoa	303.0	1.0
dinh trinh	303.0	1.0
tran vi	303.0	0.9934426229508196
duc tien	302.0	1.0
kien tran	302.0	1.0
dang truong	300.0	1.0
lai van	299.0	1.0
tram tran	298.0	1.0
duong tung	297.0	1.0
le tram	297.0	1.0
thong van	296.0	1.0
cam tran	295.0	1.0
linh truong	295.0	1.0
duc trong	293.0	1.0
ha ngo	293.0	1.0
hau van	292.0	0.9965870307167235
duong ha	291.0	1.0
doan duc	289.0	1.0
cam van	288.0	1.0
dang thao	288.0	1.0
van vi	287.0	1.0
hoa mai	286.0	1.0
hao van	286.0	1.0
hai phan	286.0	1.0
kiet tuan	285.0	1.0
dang my	285.0	1.0
gia han	285.0	1.0
ha thai	285.0	1.0
hung the	285.0	1.0
dai tran	285.0	1.0
dang viet	284.0	1.0
dao le	284.0	1.0
ha mai	283.0	1.0
tung vu	283.0	1.0
do nam	283.0	0.9964788732394366
bui mai	283.0	1.0
hung phan	282.0	1.0
ha xuan	280.0	1.0
ho linh	280.0	1.0
my vo	280.0	1.0
the van	279.0	1.0
dinh trong	279.0	1.0
lan vu	279.0	1.0
than van	278.0	1.0
dang mai	278.0	1.0
hong trinh	278.0	1.0
bao vu	278.0	1.0
hoa vu	278.0	1.0
do mai	278.0	1.0
bao phan	276.0	1.0
an truong	276.0	1.0
truong tuan	275.0	1.0
huan van	275.0	1.0
hung tien	273.0	0.9963503649635036
thang vu	271.0	1.0
bui my	271.0	1.0
dang nam	270.0	1.0
hai hong	270.0	0.996309963099631
kim truong	270.0	1.0
hoa xuan	270.0	1.0
chi vu	270.0	1.0
dinh mai	268.0	1.0
duc mai	268.0	1.0
thao vo	268.0	1.0
hue tran	267.0	1.0
bui nam	265.0	1.0
ho xuan	265.0	0.9925093632958801
bui son	265.0	1.0
son tung	264.0	1.0
trinh tuyet	264.0	1.0
tu vu	264.0	0.9962264150943396
dinh long	261.0	1.0
kim lien	261.0	1.0
ho tran	261.0	1.0
duc thien	260.0	1.0
do duong	260.0	1.0
do trong	260.0	1.0
kim yen	259.0	1.0
duc ho	259.0	1.0
chi mai	259.0	0.9961538461538462
thuan tran	259.0	1.0
ngo tien	259.0	1.0
duc hai	258.0	1.0
hung tuan	258.0	1.0
doan linh	257.0	1.0
hao tran	257.0	0.9961240310077519
le tri	256.0	1.0
thai vu	256.0	1.0
mai trinh	255.0	1.0
doan hong	255.0	1.0
phan viet	254.0	1.0
ha truong	254.0	1.0
trinh viet	253.0	1.0
kien le	253.0	1.0
bui cong	253.0	1.0
dang son	252.0	1.0
phan vu	252.0	1.0
tran tri	251.0	0.996031746031746
bui hien	251.0	1.0
tung xuan	250.0	1.0
ho thao	250.0	1.0
bui duong	250.0	1.0
kim ngo	250.0	0.9960159362549801
linh yen	249.0	1.0
bao tram	249.0	0.996
mai thao	248.0	1.0
ngan thu	248.0	1.0
dang thai	246.0	1.0
cong duong	245.0	1.0
duc vo	245.0	1.0
cao tran	245.0	1.0
dang do	244.0	0.991869918699187
hung ngo	244.0	1.0
doan tuan	244.0	1.0
my thao	243.0	1.0
tong van	243.0	1.0
lo van	243.0	0.9959016393442623
kieu my	242.0	1.0
trinh tuan	242.0	1.0
hai truong	241.0	1.0
luan van	240.0	1.0
thien vu	240.0	1.0
ly thao	239.0	1.0
le thuan	239.0	1.0
tuan viet	239.0	1.0
linh thao	238.0	1.0
duong tien	238.0	1.0
duong mai	238.0	1.0
truong viet	237.0	1.0
du van	236.0	1.0
bao dang	236.0	1.0
my ngo	236.0	1.0
dong tran	235.0	1.0
luong tran	235.0	1.0
dang huynh	234.0	1.0
do my	234.0	1.0
ba van	234.0	1.0
dao linh	234.0	1.0
dinh ngo	234.0	1.0
ngo viet	234.0	1.0
duong hung	233.0	1.0
le vi	233.0	1.0
le tuong	233.0	1.0
vo xuan	233.0	1.0
do long	232.0	1.0
hao le	232.0	1.0
duong thao	231.0	1.0
an vu	231.0	1.0
do vu	230.0	1.0
hai xuan	230.0	1.0
bui tran	230.0	1.0
ngo thao	230.0	1.0
do son	230.0	0.9956709956709957
hai ngo	230.0	1.0
dinh hoa	229.0	1.0
chau van	229.0	1.0
cong do	229.0	1.0
ho my	229.0	0.9956521739130435
han le	229.0	1.0
bao dinh	228.0	1.0
le luong	228.0	1.0
dao tuan	228.0	1.0
thu tra	227.0	1.0
dinh thao	227.0	1.0
dinh thai	226.0	1.0
dong le	226.0	0.9955947136563876
ha tuan	226.0	1.0
vu yen	226.0	1.0
tan vo	226.0	1.0
hong linh	225.0	1.0
luong thu	225.0	1.0
doan vu	224.0	1.0
luong xuan	223.0	1.0
hong huynh	223.0	1.0
my tien	223.0	1.0
giap van	223.0	1.0
duc luu	223.0	1.0
kim loan	222.0	1.0
duong viet	222.0	1.0
huynh mai	222.0	1.0
bui tu	222.0	1.0
dang hoa	221.0	1.0
thang viet	221.0	1.0
cao le	221.0	1.0
le ngo	221.0	1.0
dinh tu	220.0	1.0
thang xuan	220.0	0.995475113122172
cong huynh	220.0	0.995475113122172
dai le	219.0	1.0
cong dang	219.0	1.0
tran tran	219.0	0.9909502262443439
the vinh	218.0	1.0
duc tai	218.0	1.0
ho viet	218.0	1.0
phan tu	218.0	0.9954337899543378
le sang	218.0	1.0
mai phan	217.0	1.0
dang long	216.0	1.0
huynh linh	216.0	1.0
bach xuan	216.0	1.0
linh trinh	216.0	1.0
bui hoa	216.0	1.0
phat tan	215.0	1.0
le tai	215.0	1.0
ha trinh	215.0	1.0
huynh tuan	214.0	1.0
bui long	214.0	1.0
doan xuan	214.0	1.0
phan tan	214.0	1.0
loan tran	214.0	1.0
dinh vo	213.0	1.0
cong phan	213.0	1.0
mai truong	213.0	1.0
duc hong	212.0	1.0
an thien	212.0	1.0
son xuan	212.0	1.0
bang van	212.0	1.0
diep van	212.0	1.0
do hien	212.0	1.0
bui dang	211.0	1.0
diem my	211.0	1.0
bao thai	211.0	1.0
bui trong	211.0	0.9952830188679245
bui the	211.0	1.0
van xuan	210.0	1.0
hung trinh	210.0	1.0
cam tien	209.0	1.0
gia linh	209.0	1.0
ha vy	209.0	1.0
trinh tu	209.0	1.0
thao truong	209.0	1.0
do truong	209.0	0.9952380952380953
tran tuong	209.0	1.0
khai van	208.0	1.0
duc xuan	208.0	1.0
cao duc	207.0	1.0
lien tran	207.0	1.0
dinh kim	207.0	1.0
bui vu	207.0	1.0
tai tran	207.0	0.9951923076923077
phan trong	207.0	1.0
hong luong	206.0	1.0
bao truong	206.0	1.0
do hoa	205.0	1.0
hue le	205.0	1.0
sy van	204.0	0.9951219512195122
phan yen	204.0	1.0
ngan phan	204.0	1.0
toan vu	203.0	1.0
duong kim	203.0	0.9950980392156863
trinh vu	203.0	1.0
nga thu	202.0	1.0
tien xuan	202.0	1.0
duong my	202.0	1.0
duong truong	201.0	1.0
be van	201.0	1.0
bui chi	201.0	1.0
linh tuan	200.0	1.0
dang phan	200.0	1.0
hong lam	200.0	0.9950248756218906
my trinh	200.0	1.0
tran vuong	200.0	1.0
hau tran	200.0	1.0
chu duc	200.0	1.0
cong tuan	199.0	1.0
duc nam	199.0	1.0
dinh doan	199.0	1.0
tuan vo	199.0	1.0
bien van	198.0	1.0
dang tu	198.0	1.0
dinh thien	198.0	1.0
my vu	198.0	1.0
bui yen	198.0	1.0
hai ho	198.0	0.99
doan hung	198.0	1.0
do tung	198.0	1.0
le vuong	198.0	1.0
huynh tien	198.0	1.0
dao hai	197.0	1.0
dao tran	197.0	1.0
khang tran	197.0	1.0
le tho	196.0	1.0
tho tran	196.0	1.0
ngo tran	196.0	1.0
cong duc	195.0	1.0
lam truong	195.0	1.0
ha son	195.0	0.9948979591836735
sang tran	195.0	1.0
hang vu	195.0	0.9948979591836735
tien truong	195.0	1.0
bao ngo	195.0	1.0
chi do	194.0	1.0
duc thuan	194.0	1.0
doan hai	194.0	1.0
doan ha	194.0	1.0
doan thao	193.0	1.0
lam xuan	193.0	1.0
dinh tung	193.0	1.0
bao ho	193.0	1.0
le sy	193.0	0.9897435897435898
ngan vu	193.0	0.9948453608247423
luong tuan	192.0	1.0
chien tran	192.0	1.0
dao viet	192.0	1.0
huynh vu	192.0	1.0
do thang	192.0	1.0
chuong van	191.0	1.0
hai son	191.0	1.0
huynh xuan	191.0	0.9947916666666666
dinh my	191.0	1.0
duong phan	191.0	1.0
ho sy	191.0	1.0
chi ha	190.0	0.9895833333333334
bui truong	190.0	1.0
chi van	189.0	1.0
dinh luong	189.0	1.0
doan viet	188.0	1.0
tam vu	188.0	1.0
cao thu	188.0	1.0
le tra	187.0	0.9946808510638298
dang the	187.0	1.0
tri van	187.0	1.0
dao hung	187.0	1.0
hau le	187.0	1.0
huynh yen	187.0	1.0
hai ly	186.0	1.0
hien mai	186.0	1.0
duc vinh	185.0	1.0
huynh vy	185.0	1.0
tan truong	185.0	1.0
quach van	185.0	1.0
bao han	184.0	0.983957219251337
an dang	184.0	1.0
dang hien	184.0	1.0
huynh thien	184.0	1.0
nam phan	184.0	1.0
cao linh	184.0	1.0
do lan	184.0	1.0
hung thai	183.0	1.0
kim thu	183.0	1.0
tan vu	183.0	1.0
le lien	183.0	1.0
bao bui	183.0	1.0
hai trinh	183.0	1.0
ha tien	182.0	1.0
han tran	182.0	0.994535519125683
ba vu	182.0	1.0
dinh hien	182.0	1.0
dinh lam	182.0	1.0
nam truong	182.0	1.0
huynh ngan	182.0	1.0
diep tran	182.0	1.0
hai viet	181.0	1.0
tai tan	181.0	1.0
tien vo	181.0	1.0
dao kim	181.0	0.9945054945054945
nu ton	181.0	1.0
la van	181.0	1.0
bac van	180.0	1.0
dao ha	180.0	1.0
hien phan	180.0	0.994475138121547
ho tuan	180.0	1.0
bach tran	180.0	1.0
dang tung	179.0	1.0
khai tran	179.0	1.0
do tu	179.0	1.0
dinh tan	179.0	1.0
hung vo	179.0	1.0
hung truong	179.0	1.0
bao vo	179.0	1.0
hue kim	178.0	1.0
tuan xuan	178.0	1.0
bao do	178.0	1.0
duc ta	178.0	1.0
bao duong	177.0	1.0
tra tran	177.0	1.0
ha thao	176.0	1.0
hoa kim	176.0	0.9887640449438202
tien viet	176.0	1.0
nam xuan	175.0	1.0
thao trinh	175.0	1.0
dao dinh	175.0	1.0
hong ly	175.0	0.9943181818181818
quan vu	175.0	1.0
bui thang	175.0	1.0
cong doan	174.0	1.0
duc vuong	174.0	1.0
cong trinh	174.0	1.0
cam ly	173.0	1.0
dinh the	173.0	1.0
dinh vuong	173.0	1.0
to tran	173.0	1.0
mai tuan	173.0	1.0
ly mai	172.0	1.0
que tran	172.0	1.0
do the	172.0	1.0
duong ngo	172.0	1.0
ta thu	172.0	1.0
dang vinh	171.0	0.9941860465116279
an do	171.0	1.0
hai linh	171.0	1.0
ha nam	171.0	1.0
do ngan	171.0	1.0
huynh vo	171.0	1.0
hien ngo	171.0	1.0
hue thu	170.0	1.0
dao tien	170.0	1.0
diep le	170.0	1.0
linh luong	170.0	1.0
chi dang	169.0	1.0
duc son	169.0	1.0
dinh vinh	168.0	1.0
hang nga	168.0	1.0
my van	168.0	1.0
dinh toan	168.0	1.0
hong yen	168.0	0.9940828402366864
bui lan	168.0	1.0
bui tung	168.0	1.0
le le	168.0	1.0
lan mai	167.0	1.0
duc lam	167.0	1.0
ha ly	167.0	1.0
luu tuan	167.0	1.0
linh luu	167.0	1.0
bach van	167.0	1.0
kim trinh	167.0	1.0
kim mai	166.0	0.9940119760479041
kieu linh	166.0	1.0
do yen	166.0	1.0
vo yen	166.0	1.0
hoa phan	165.0	1.0
chi cong	165.0	1.0
an dinh	165.0	1.0
hien luong	165.0	1.0
an bui	165.0	1.0
ha vo	165.0	1.0
luong vu	165.0	1.0
bao long	164.0	1.0
cao tuan	164.0	1.0
diep hong	164.0	0.9939393939393939
doan kim	164.0	1.0
ly vu	164.0	1.0
do thai	164.0	1.0
duong tu	164.0	0.9939393939393939
ban van	163.0	1.0
bui ngan	163.0	1.0
huynh phan	163.0	1.0
truong vo	163.0	1.0
dai duong	162.0	1.0
dang thang	162.0	1.0
bui thien	162.0	1.0
dang trinh	162.0	0.9938650306748467
duc hien	162.0	1.0
duc tho	162.0	1.0
ha hung	162.0	1.0
diem kieu	162.0	1.0
duong nam	162.0	1.0
an phan	162.0	1.0
an vo	162.0	1.0
dang lam	161.0	1.0
duong the	161.0	1.0
hoa huynh	161.0	1.0
phan truong	161.0	1.0
chi vo	161.0	1.0
mai vo	161.0	1.0
hoa ngo	161.0	1.0
dang vo	160.0	1.0
phan son	160.0	1.0
dao trong	160.0	1.0
bao lam	160.0	1.0
dao mai	160.0	1.0
ha luong	160.0	1.0
do lam	160.0	1.0
long phan	160.0	1.0
phat tran	160.0	1.0
do tan	159.0	1.0
doan tien	159.0	1.0
doan mai	159.0	1.0
huynh truong	159.0	1.0
hong xuan	158.0	0.9937106918238994
ngo son	158.0	1.0
phan thang	158.0	1.0
chien le	157.0	0.9936708860759493
ma van	157.0	1.0
dong xuan	156.0	0.9873417721518988
gia huynh	156.0	1.0
hong luu	156.0	1.0
long truong	156.0	1.0
le loan	156.0	1.0
mai ngo	156.0	1.0
hien truong	155.0	0.9935897435897436
ha huynh	155.0	1.0
hung trong	154.0	1.0
ky van	154.0	1.0
dang yen	154.0	1.0
dinh quan	154.0	1.0
long viet	154.0	1.0
hai vo	154.0	0.9935483870967742
danh tran	154.0	1.0
le thong	154.0	1.0
ngo tan	154.0	1.0
khang van	153.0	1.0
dao vu	153.0	1.0
huynh tuyet	153.0	1.0
bui thai	153.0	1.0
ngo the	153.0	1.0
vy yen	152.0	1.0
khang le	152.0	1.0
hien thao	152.0	1.0
ngan tuyet	152.0	1.0
bui tan	152.0	1.0
thien vo	152.0	1.0
dang ho	151.0	1.0
tang van	151.0	1.0
lan trinh	151.0	1.0
mai tien	151.0	1.0
ngo tu	151.0	1.0
ha lam	150.0	0.9933774834437086
hong ngan	150.0	1.0
ngan thao	150.0	1.0
trong tuan	150.0	1.0
kien vu	150.0	1.0
cao hung	150.0	1.0
cao tien	150.0	1.0
hai huynh	150.0	1.0
ho tien	150.0	0.9933774834437086
cuc kim	149.0	1.0
can van	149.0	1.0
hoa hong	149.0	1.0
hoa my	149.0	1.0
thu xuan	149.0	1.0
hung mai	149.0	1.0
huynh tu	149.0	1.0
cao hong	149.0	1.0
duc tung	148.0	1.0
hang my	148.0	1.0
linh tu	148.0	1.0
bui vinh	148.0	1.0
cao son	147.0	1.0
ky le	147.0	0.9932432432432432
ngo vu	147.0	1.0
tien trinh	147.0	1.0
ho tan	147.0	1.0
phan the	147.0	1.0
tung viet	146.0	1.0
dan tran	146.0	1.0
kim thien	146.0	1.0
duong hoa	146.0	1.0
thong tran	146.0	1.0
duong son	146.0	1.0
duong huynh	146.0	1.0
dinh lan	145.0	1.0
ha vi	145.0	1.0
dang ngo	145.0	1.0
bao ha	145.0	1.0
do quan	145.0	1.0
do thien	145.0	0.9931506849315068
phan tuyet	145.0	1.0
ly thu	144.0	1.0
hoa thai	144.0	0.993103448275862
hong loan	144.0	1.0
huynh tram	143.0	1.0
the truong	143.0	1.0
ho mai	143.0	1.0
duong trong	143.0	1.0
hung huynh	143.0	1.0
ngo trong	143.0	1.0
hong lien	142.0	1.0
bao linh	142.0	1.0
an huynh	142.0	1.0
thao vi	142.0	1.0
truong vinh	142.0	1.0
hong ta	142.0	1.0
cu van	141.0	1.0
chung le	141.0	1.0
ha kieu	141.0	1.0
ha tu	141.0	1.0
duong trinh	141.0	1.0
luong my	140.0	1.0
dang thien	140.0	1.0
duc thai	140.0	1.0
duong hien	140.0	1.0
nga vu	140.0	1.0
cao viet	140.0	1.0
luu thu	140.0	1.0
trong truong	139.0	1.0
vinh xuan	139.0	1.0
an thai	139.0	1.0
truong tu	139.0	1.0
chi duong	139.0	1.0
kha le	139.0	1.0
vo vy	139.0	1.0
chi ngo	139.0	1.0
hien xuan	138.0	1.0
chau phan	138.0	1.0
kha van	138.0	1.0
vinh vu	138.0	1.0
danh le	138.0	1.0
hai luong	138.0	1.0
chung tran	138.0	1.0
duong tan	138.0	1.0
ngo tung	138.0	1.0
dan le	137.0	1.0
luong the	137.0	1.0
dao my	137.0	1.0
phan trinh	137.0	1.0
bui quan	137.0	1.0
long ngo	137.0	1.0
chien dinh	136.0	1.0
le na	136.0	1.0
van vien	136.0	1.0
lam phan	136.0	1.0
truong yen	136.0	1.0
hien vo	136.0	1.0
duong long	136.0	1.0
chi phan	136.0	1.0
bui lam	136.0	1.0
tuyet vo	136.0	1.0
bay van	135.0	1.0
cao dang	135.0	1.0
duc tan	135.0	1.0
an thu	135.0	1.0
hoa thu	135.0	1.0
sy tran	135.0	1.0
hai luu	135.0	1.0
luu tran	135.0	1.0
nam ngo	135.0	1.0
bao yen	134.0	1.0
duc tri	134.0	1.0
chu linh	134.0	1.0
doan truong	134.0	1.0
do tam	134.0	1.0
cong vo	134.0	0.9925925925925926
trinh truong	134.0	1.0
lam son	133.0	1.0
long xuan	133.0	1.0
chi huynh	133.0	1.0
tiep van	133.0	1.0
bui toan	133.0	1.0
le phat	133.0	1.0
ha lan	133.0	1.0
phan thien	133.0	1.0
dieu vu	133.0	1.0
duong lam	133.0	1.0
doan duong	133.0	1.0
cong ngo	133.0	1.0
thy tran	133.0	0.9925373134328358
bui ly	133.0	1.0
bao ngan	132.0	1.0
dao duong	132.0	1.0
chi lan	132.0	0.9924812030075187
dao thao	132.0	1.0
